,open,high,low,close,adjclose,volume,ticker
2011-05-02,0.503125011920929,0.518750011920929,0.503125011920929,0.5140619874000549,0.4631728529930115,280003200,MGLU3.SA
2011-05-03,0.515625,0.5215619802474976,0.5062500238418579,0.5093749761581421,0.4589497447013855,33670400,MGLU3.SA
2011-05-04,0.5099999904632568,0.5149999856948853,0.5099999904632568,0.5149999856948853,0.46401798725128174,39203200,MGLU3.SA
2011-05-05,0.5128120183944702,0.5128120183944702,0.5099999904632568,0.5118749737739563,0.4612022936344147,35097600,MGLU3.SA
2011-05-06,0.510936975479126,0.5118749737739563,0.5,0.5081250071525574,0.4578235447406769,38672000,MGLU3.SA
2011-05-09,0.5065619945526123,0.5078120231628418,0.5012500286102295,0.503125011920929,0.4533185362815857,667680,MGLU3.SA
2011-05-10,0.503125011920929,0.503125011920929,0.503125011920929,0.503125011920929,0.4533185362815857,0,MGLU3.SA
2011-05-11,0.5078120231628418,0.515625,0.5078120231628418,0.512499988079071,0.46176546812057495,6240000,MGLU3.SA
2011-05-12,0.5068749785423279,0.5131250023841858,0.5062500238418579,0.5131250023841858,0.46232861280441284,7360000,MGLU3.SA
2011-05-13,0.512499988079071,0.512499988079071,0.5074999928474426,0.510936975479126,0.4603571593761444,7046400,MGLU3.SA
2011-05-16,0.510936975479126,0.510936975479126,0.510936975479126,0.510936975479126,0.4603571593761444,0,MGLU3.SA
2011-05-17,0.503125011920929,0.5046870112419128,0.5006250143051147,0.503125011920929,0.4533185362815857,5532800,MGLU3.SA
2011-05-18,0.5015619993209839,0.5040619969367981,0.49281200766563416,0.4937500059604645,0.44487157464027405,22262400,MGLU3.SA
2011-05-19,0.4937500059604645,0.49937498569488525,0.4925000071525574,0.4946869909763336,0.44571587443351746,14163200,MGLU3.SA
2011-05-20,0.49406200647354126,0.49968698620796204,0.4846870005130768,0.49812498688697815,0.44881343841552734,10518400,MGLU3.SA
2011-05-23,0.4925000071525574,0.4962500035762787,0.4859369993209839,0.4962500035762787,0.4471241235733032,8752000,MGLU3.SA
2011-05-24,0.49843698740005493,0.5,0.4846870005130768,0.4896869957447052,0.44121086597442627,33539200,MGLU3.SA
2011-05-25,0.48906201124191284,0.48906201124191284,0.47468701004981995,0.4749999940395355,0.4279777407646179,18569600,MGLU3.SA
2011-05-26,0.47437500953674316,0.4921869933605194,0.47437500953674316,0.49156200885772705,0.442900151014328,11814400,MGLU3.SA
2011-05-27,0.487186998128891,0.49687498807907104,0.48500001430511475,0.4937500059604645,0.44487157464027405,16630400,MGLU3.SA
2011-05-30,0.48750001192092896,0.49937498569488525,0.48750001192092896,0.49843698740005493,0.4490945339202881,4662400,MGLU3.SA
2011-05-31,0.5,0.5,0.48906201124191284,0.5,0.450502872467041,35980800,MGLU3.SA
2011-06-01,0.4959369897842407,0.5084369778633118,0.49312499165534973,0.5062500238418579,0.45613420009613037,14060800,MGLU3.SA
2011-06-02,0.5,0.515625,0.5,0.512499988079071,0.46176546812057495,13865600,MGLU3.SA
2011-06-03,0.5062500238418579,0.5218750238418579,0.5062500238418579,0.5218750238418579,0.4702123701572418,12969600,MGLU3.SA
2011-06-06,0.5178120136260986,0.5256249904632568,0.5143749713897705,0.5218750238418579,0.4702123701572418,10441600,MGLU3.SA
2011-06-07,0.518750011920929,0.5240619778633118,0.5131250023841858,0.5215619802474976,0.4699303209781647,18960000,MGLU3.SA
2011-06-08,0.5209370255470276,0.5212500095367432,0.5134369730949402,0.5181249976158142,0.46683356165885925,10473600,MGLU3.SA
2011-06-09,0.5159369707107544,0.5396869778633118,0.515625,0.534375011920929,0.4814748466014862,36128000,MGLU3.SA
2011-06-10,0.5296869874000549,0.5359370112419128,0.5193750262260437,0.5359370112419128,0.4828822910785675,14844800,MGLU3.SA
2011-06-13,0.5359370112419128,0.5550000071525574,0.534375011920929,0.5406249761581421,0.4871062934398651,26368000,MGLU3.SA
2011-06-14,0.543749988079071,0.5484369993209839,0.5209370255470276,0.5350000262260437,0.4820381700992584,19737600,MGLU3.SA
2011-06-15,0.534375011920929,0.534375011920929,0.5224999785423279,0.5278120040893555,0.4755617082118988,15379200,MGLU3.SA
2011-06-16,0.515625,0.5271869897842407,0.49968698620796204,0.5249999761581421,0.4730280339717865,19196800,MGLU3.SA
2011-06-17,0.5218750238418579,0.5231249928474426,0.5015619993209839,0.515625,0.464581161737442,7590400,MGLU3.SA
2011-06-20,0.510312020778656,0.512499988079071,0.5009369850158691,0.5062500238418579,0.45613420009613037,7673600,MGLU3.SA
2011-06-21,0.503125011920929,0.5212500095367432,0.5028120279312134,0.518750011920929,0.4673967659473419,5961600,MGLU3.SA
2011-06-22,0.5112500190734863,0.5212500095367432,0.5074999928474426,0.5078120231628418,0.4575415253639221,10425600,MGLU3.SA
2011-06-24,0.5118749737739563,0.5196869969367981,0.5034369826316833,0.5062500238418579,0.45613420009613037,6016000,MGLU3.SA
2011-06-27,0.5146870017051697,0.5146870017051697,0.49437499046325684,0.5,0.450502872467041,9404800,MGLU3.SA
2011-06-28,0.5003119707107544,0.5074999928474426,0.4978120028972626,0.5074999928474426,0.4572604298591614,10067200,MGLU3.SA
2011-06-29,0.5062500238418579,0.5131250023841858,0.5024999976158142,0.5131250023841858,0.46232861280441284,9449600,MGLU3.SA
2011-06-30,0.5081250071525574,0.5115619897842407,0.5,0.5078120231628418,0.4575415253639221,17027200,MGLU3.SA
2011-07-01,0.5090619921684265,0.5093749761581421,0.49687498807907104,0.5062500238418579,0.45613420009613037,19334400,MGLU3.SA
2011-07-04,0.5043749809265137,0.512499988079071,0.5006250143051147,0.512499988079071,0.46176546812057495,8060800,MGLU3.SA
2011-07-05,0.515625,0.5271869897842407,0.5140619874000549,0.5240619778633118,0.4721829295158386,40854400,MGLU3.SA
2011-07-06,0.5237500071525574,0.5243750214576721,0.518750011920929,0.5218750238418579,0.4702123701572418,15392000,MGLU3.SA
2011-07-07,0.5231249928474426,0.528124988079071,0.512499988079071,0.512499988079071,0.46176546812057495,10969600,MGLU3.SA
2011-07-08,0.5121870040893555,0.512499988079071,0.5003119707107544,0.5093749761581421,0.4589497447013855,17078400,MGLU3.SA
2011-07-11,0.503125011920929,0.5087500214576721,0.4846870005130768,0.4859369993209839,0.4378320276737213,18057600,MGLU3.SA
2011-07-12,0.48625001311302185,0.5,0.4765619933605194,0.49843698740005493,0.4490945339202881,13737600,MGLU3.SA
2011-07-13,0.4990620017051697,0.49937498569488525,0.47968700528144836,0.4921869933605194,0.44346335530281067,15334400,MGLU3.SA
2011-07-14,0.4859369993209839,0.4906249940395355,0.46875,0.46875,0.4223463833332062,12419200,MGLU3.SA
2011-07-15,0.47218701243400574,0.4737499952316284,0.4481250047683716,0.453125,0.4082682430744171,12384000,MGLU3.SA
2011-07-18,0.45531201362609863,0.4556249976158142,0.43281200528144836,0.4334369897842407,0.39052918553352356,13177600,MGLU3.SA
